deal_id,announcement_date,resolution_date,target_name,acquirer_name,deal_value_musd,industry,sector,target_country,acquirer_country,deal_status,payment_method,target_public,acquirer_public,regulatory_review,rumor_or_leak,source_notes,market_volatility_proxy,interest_rate_proxy,deal_completed
DEAL001881,2017-07-16,2017-12-16,Target_001881,Acquirer_003717,863.8,Financials,Insurance,US,Canada,completed,cash,private,public,none,no,synthetic,15.78,3.594874979159321,1
DEAL001882,2000-12-07,2001-08-30,Target_001882,Acquirer_000672,2267.8,Technology,Hardware,US,Japan,completed,cash,public,public,standard,no,synthetic,25.41,5.874033357308989,1
DEAL001883,1997-04-05,1997-07-16,Target_001883,Acquirer_002367,627.0,Energy,Oil & Gas,India,Australia,terminated,stock,private,public,standard,no,synthetic,19.98,5.640693722237289,0
DEAL001884,2019-03-12,2019-12-04,Target_001884,Acquirer_001474,97.4,Consumer,Retail,France,US,completed,cash,public,public,standard,no,synthetic,20.65,3.5715036000837843,1
DEAL001885,2010-02-06,2010-08-15,Target_001885,Acquirer_003490,7382.5,Financials,Fintech,US,US,completed,cash,private,private,standard,no,synthetic,19.62,4.079798692270732,1
DEAL001886,2009-11-15,2010-02-15,Target_001886,Acquirer_002430,229.1,Healthcare,Pharmaceuticals,US,Japan,failed,cash,public,private,standard,no,synthetic,17.87,4.14854587535629,0
DEAL001887,2022-07-22,2023-02-05,Target_001887,Acquirer_003211,48.9,Industrials,Aerospace & Defense,US,Australia,cancelled,unknown,public,public,standard,no,synthetic,17.99,4.83765043352405,0
DEAL001888,2005-02-08,2005-07-20,Target_001888,Acquirer_003432,85.2,Technology,Software,US,US,completed,cash,public,public,none,yes,synthetic,18.82,4.816856475598457,1
DEAL001889,2000-03-11,2000-11-21,Target_001889,Acquirer_002339,28.8,Materials,Metals & Mining,India,US,completed,cash,public,public,standard,no,synthetic,17.98,4.982362672107039,1
DEAL001890,1997-11-15,1998-06-22,Target_001890,Acquirer_001352,188.2,Energy,Renewables,India,Japan,completed,stock,public,public,standard,no,synthetic,13.85,5.7019449446282575,1
DEAL001891,2019-05-25,2019-09-08,Target_001891,Acquirer_002614,99.7,Financials,Banks,Japan,Germany,withdrawn,mixed,private,public,standard,no,synthetic,18.56,3.272604206787614,0
DEAL001892,2006-10-07,2007-05-15,Target_001892,Acquirer_000329,1889.0,Energy,Oil & Gas,US,Australia,cancelled,mixed,public,public,extended,no,synthetic,21.22,4.832546056461342,0
DEAL001893,2011-08-27,2012-01-29,Target_001893,Acquirer_004469,3074.9,Healthcare,Medical Devices,Japan,US,cancelled,mixed,public,public,standard,no,synthetic,17.62,3.818323251106394,0
DEAL001894,1999-05-09,1999-07-11,Target_001894,Acquirer_002725,321.6,Energy,Utilities,US,Japan,terminated,cash,private,public,none,no,synthetic,17.62,6.067098763304274,0
DEAL001895,2012-07-04,2012-10-17,Target_001895,Acquirer_002282,4936.9,Materials,Chemicals,Germany,Germany,withdrawn,cash,public,public,standard,no,synthetic,24.18,3.837093324690887,0
DEAL001896,2017-08-19,2018-04-16,Target_001896,Acquirer_001438,338.6,Materials,Metals & Mining,France,India,completed,unknown,public,public,standard,no,synthetic,15.92,3.1042910441695297,1
DEAL001897,2023-05-22,2024-01-21,Target_001897,Acquirer_001272,357.5,Financials,Insurance,Australia,UK,completed,unknown,private,public,standard,no,synthetic,17.14,7.343558224547879,1
DEAL001898,2020-11-21,2021-07-09,Target_001898,Acquirer_001449,63.8,Materials,Chemicals,India,US,completed,cash,public,public,standard,no,synthetic,22.92,2.565107357153045,1
DEAL001899,1997-12-18,1998-08-11,Target_001899,Acquirer_002336,1.7,Industrials,Machinery,Germany,US,completed,mixed,public,public,standard,no,synthetic,20.33,6.250980666843183,1
DEAL001900,2007-08-30,2008-04-04,Target_001900,Acquirer_003028,3909.5,Consumer,Telecom,India,US,completed,cash,public,public,standard,no,synthetic,17.52,4.381101343245179,1
DEAL001901,2003-02-21,2003-07-11,Target_001901,Acquirer_001100,102.3,Healthcare,Medical Devices,Japan,Germany,cancelled,unknown,private,private,standard,no,synthetic,21.6,5.676278822580038,0
DEAL001902,2024-02-15,2024-10-25,Target_001902,Acquirer_004628,409.7,Technology,Hardware,US,Canada,completed,unknown,private,public,none,no,synthetic,13.79,9.0,1
DEAL001903,2019-05-01,2020-01-25,Target_001903,Acquirer_000984,2.3,Energy,Renewables,US,China,completed,cash,public,public,standard,no,synthetic,18.83,2.7310413297252816,1
DEAL001904,2010-03-14,2010-11-07,Target_001904,Acquirer_002868,125.3,Energy,Renewables,Australia,India,completed,unknown,public,public,standard,yes,synthetic,20.93,3.757907179995666,1
DEAL001905,2021-11-29,2022-06-16,Target_001905,Acquirer_003571,486.9,Technology,Semiconductors,Japan,US,completed,cash,private,private,standard,yes,synthetic,16.7,2.5093632358055054,1
DEAL001906,2017-02-11,2017-09-13,Target_001906,Acquirer_001252,222.7,Technology,Hardware,Japan,Canada,completed,unknown,private,private,standard,no,synthetic,19.26,3.0416777578225216,1
DEAL001907,2012-03-07,2012-05-18,Target_001907,Acquirer_002621,305.8,Financials,Fintech,China,India,withdrawn,stock,private,public,none,no,synthetic,22.41,3.80463637891042,0
DEAL001908,2003-02-08,2003-12-09,Target_001908,Acquirer_001753,152.1,Energy,Oil & Gas,Japan,India,completed,cash,public,public,standard,no,synthetic,20.46,5.383635579954097,1
DEAL001909,2024-04-21,2024-12-12,Target_001909,Acquirer_000901,84.3,Industrials,Machinery,Australia,US,completed,mixed,private,public,standard,no,synthetic,15.3,9.0,1
DEAL001910,2020-08-14,2021-07-07,Target_001910,Acquirer_003630,1257.5,Industrials,Aerospace & Defense,Australia,Germany,completed,cash,public,public,standard,no,synthetic,24.2,3.0524766821491496,1
DEAL001911,2000-09-27,2001-06-04,Target_001911,Acquirer_004623,27.6,Consumer,Telecom,France,US,completed,stock,public,public,standard,no,synthetic,22.73,5.394156805116375,1
DEAL001912,2014-04-14,2014-07-09,Target_001912,Acquirer_002599,60.2,Materials,Chemicals,Japan,Canada,completed,cash,public,public,none,yes,synthetic,19.02,4.115910443585428,1
DEAL001913,1998-02-22,1998-07-30,Target_001913,Acquirer_000806,928.2,Healthcare,Biotech,Germany,Japan,withdrawn,stock,private,public,none,no,synthetic,18.83,5.368303574922047,0
DEAL001914,2018-03-07,2018-08-26,Target_001914,Acquirer_002126,16911.7,Materials,Chemicals,Canada,US,withdrawn,mixed,private,public,extended,no,synthetic,18.93,3.5339451798054013,0
DEAL001915,2014-11-03,2015-05-19,Target_001915,Acquirer_001437,20.9,Technology,IT Services,US,Germany,completed,mixed,public,public,standard,no,synthetic,18.02,3.223071210770572,1
DEAL001916,2006-04-09,2006-09-26,Target_001916,Acquirer_002880,,Financials,Fintech,US,Canada,withdrawn,unknown,public,public,standard,no,synthetic,25.11,5.010155181209965,0
DEAL001917,2013-03-02,2013-09-13,Target_001917,Acquirer_003731,632.2,Financials,Banks,US,US,completed,stock,private,public,standard,no,synthetic,17.04,3.3183479263482085,1
DEAL001918,2005-01-13,2005-08-10,Target_001918,Acquirer_003786,261.4,Technology,Software,France,US,completed,mixed,private,public,none,no,synthetic,22.05,4.262913342496055,1
DEAL001919,2004-08-08,2004-12-03,Target_001919,Acquirer_003198,926.0,Energy,Oil & Gas,Germany,China,cancelled,unknown,private,private,standard,no,synthetic,16.19,5.116835553885673,0
DEAL001920,1998-03-27,1998-10-23,Target_001920,Acquirer_002577,224.9,Financials,Asset Management,US,Australia,terminated,cash,private,private,none,no,synthetic,21.0,5.256067441900996,0
DEAL001921,2022-07-29,2023-06-07,Target_001921,Acquirer_002787,49.3,Energy,Oil & Gas,China,US,completed,stock,private,public,standard,yes,synthetic,14.59,5.261496159653592,1
DEAL001922,2005-09-09,2006-04-25,Target_001922,Acquirer_003334,2517.9,Materials,Metals & Mining,Australia,France,completed,stock,public,public,standard,no,synthetic,17.61,4.629219897995993,1
DEAL001923,2012-05-20,2012-11-10,Target_001923,Acquirer_003382,946.2,Financials,Fintech,Australia,UK,completed,stock,public,public,standard,no,synthetic,16.55,4.575308718989611,1
DEAL001924,2021-10-08,2022-05-31,Target_001924,Acquirer_004321,816.4,Consumer,Retail,US,Australia,completed,stock,private,public,standard,no,synthetic,18.01,2.509908804996295,1
DEAL001925,2003-01-11,2003-05-25,Target_001925,Acquirer_000687,1357.3,Technology,IT Services,China,Germany,failed,cash,public,public,none,no,synthetic,21.98,4.875903032309224,0
DEAL001926,2021-11-29,2022-05-13,Target_001926,Acquirer_000846,8.7,Healthcare,Biotech,US,US,completed,unknown,public,public,none,yes,synthetic,14.82,2.5252186878489624,1
DEAL001927,2021-04-10,2021-12-25,Target_001927,Acquirer_003407,174.3,Healthcare,Biotech,France,Canada,completed,mixed,private,private,standard,no,synthetic,21.32,3.391864959023384,1
DEAL001928,1997-08-07,1998-03-12,Target_001928,Acquirer_002152,,Healthcare,Biotech,US,Canada,completed,unknown,public,private,standard,no,synthetic,18.14,5.937649031154916,1
DEAL001929,2003-04-04,2003-08-19,Target_001929,Acquirer_003719,388.9,Materials,Metals & Mining,Japan,US,failed,stock,public,public,none,no,synthetic,17.65,5.6894510778960425,0
DEAL001930,2013-10-11,2014-04-02,Target_001930,Acquirer_000244,1334.0,Energy,Utilities,Australia,Japan,completed,stock,public,private,none,no,synthetic,20.92,3.5770901737464778,1
DEAL001931,2000-01-23,2000-06-12,Target_001931,Acquirer_000563,91.4,Industrials,Machinery,China,China,completed,unknown,private,public,none,no,synthetic,16.94,5.473566448641774,1
DEAL001932,2007-01-23,2007-12-24,Target_001932,Acquirer_004008,150.6,Industrials,Machinery,US,Germany,completed,cash,public,public,standard,no,synthetic,24.14,4.635111480943362,1
DEAL001933,2014-06-03,2014-11-19,Target_001933,Acquirer_002211,423.3,Industrials,Machinery,China,US,completed,cash,public,private,none,yes,synthetic,18.4,3.305928463282737,1
DEAL001934,2018-01-12,2018-10-18,Target_001934,Acquirer_003844,1347.1,Energy,Oil & Gas,US,US,completed,cash,public,public,none,no,synthetic,20.16,3.0943190539592567,1
DEAL001935,2010-10-06,2011-02-05,Target_001935,Acquirer_004193,109.2,Technology,Software,India,Japan,cancelled,cash,public,public,standard,no,synthetic,16.24,4.255988080909223,0
DEAL001936,2006-06-22,2007-01-07,Target_001936,Acquirer_001147,58.3,Industrials,Machinery,China,Canada,completed,cash,public,public,standard,no,synthetic,24.24,4.463598630695213,1
DEAL001937,2018-06-25,2019-01-01,Target_001937,Acquirer_000034,334.0,Healthcare,Biotech,Canada,US,completed,mixed,public,public,none,no,synthetic,17.03,2.5122415883574227,1
DEAL001938,1996-03-06,1996-08-16,Target_001938,Acquirer_002450,721.1,Technology,IT Services,Japan,UK,withdrawn,mixed,public,public,none,no,synthetic,13.85,5.485347781499165,0
DEAL001939,2014-06-18,2015-01-16,Target_001939,Acquirer_001468,233.6,Materials,Construction Materials,US,India,completed,cash,public,public,standard,yes,synthetic,16.3,3.4106515388921235,1
DEAL001940,2002-05-23,2002-10-07,Target_001940,Acquirer_004634,467.6,Materials,Construction Materials,Canada,US,cancelled,stock,public,private,standard,no,synthetic,24.92,4.903706140897026,0
DEAL001941,2005-04-13,2005-11-14,Target_001941,Acquirer_004896,1450.3,Technology,Semiconductors,US,India,withdrawn,stock,public,public,standard,no,synthetic,19.13,4.413348567976116,0
DEAL001942,1997-04-10,1997-09-22,Target_001942,Acquirer_002041,640.2,Consumer,Retail,UK,US,completed,cash,private,public,standard,no,synthetic,18.88,5.676113901449784,1
DEAL001943,2009-11-13,2010-04-03,Target_001943,Acquirer_004167,608.8,Financials,Insurance,US,China,completed,cash,private,public,standard,yes,synthetic,23.57,3.809436589494572,1
DEAL001944,2006-07-27,2007-01-05,Target_001944,Acquirer_001400,40.0,Consumer,Telecom,US,US,withdrawn,stock,public,public,standard,no,synthetic,18.22,4.828107305869264,0
DEAL001945,2006-12-18,2007-03-14,Target_001945,Acquirer_004434,113.1,Technology,IT Services,US,US,withdrawn,stock,public,public,none,no,synthetic,14.66,4.438367142703084,0
DEAL001946,2017-12-09,2018-07-13,Target_001946,Acquirer_000190,105.6,Technology,Hardware,US,US,completed,cash,private,public,none,yes,synthetic,13.99,3.590530402831026,1
DEAL001947,1997-08-08,1997-11-24,Target_001947,Acquirer_003473,252.1,Technology,IT Services,US,Japan,cancelled,stock,private,public,none,yes,synthetic,16.42,6.180042139633999,0
DEAL001948,2016-06-05,2016-12-19,Target_001948,Acquirer_004020,225.4,Healthcare,Medical Devices,US,US,completed,mixed,private,public,standard,no,synthetic,18.17,3.47990037611554,1
DEAL001949,2015-06-13,2015-12-06,Target_001949,Acquirer_003362,265.0,Energy,Renewables,US,UK,failed,mixed,private,private,standard,no,synthetic,18.27,3.232026785139407,0
DEAL001950,2001-03-07,2002-02-07,Target_001950,Acquirer_002110,60.6,Technology,Semiconductors,US,India,completed,mixed,public,public,standard,no,synthetic,23.42,4.774197024826889,1
DEAL001951,1998-01-09,1998-08-12,Target_001951,Acquirer_000608,321.5,Financials,Banks,Canada,India,failed,stock,public,private,standard,no,synthetic,21.75,5.245887189528752,0
DEAL001952,1996-03-05,1996-10-25,Target_001952,Acquirer_003986,157.8,Materials,Metals & Mining,France,Germany,cancelled,cash,private,private,standard,no,synthetic,16.76,5.8051230934238935,0
DEAL001953,2012-09-27,2013-04-07,Target_001953,Acquirer_004450,82.5,Industrials,Aerospace & Defense,US,India,withdrawn,unknown,public,public,standard,no,synthetic,18.84,4.162124811559751,0
DEAL001954,2006-02-04,2006-10-11,Target_001954,Acquirer_003081,415.3,Financials,Banks,India,France,completed,cash,public,private,standard,no,synthetic,16.54,4.857676102497658,1
DEAL001955,2023-06-22,2023-12-30,Target_001955,Acquirer_004462,123.3,Materials,Construction Materials,Australia,US,completed,cash,public,public,standard,no,synthetic,20.66,7.945693674525921,1
DEAL001956,2007-04-01,2007-11-17,Target_001956,Acquirer_004655,705.9,Consumer,Retail,India,Canada,completed,mixed,private,public,standard,no,synthetic,21.37,4.553086818172609,1
DEAL001957,2020-07-23,2020-11-17,Target_001957,Acquirer_000737,243.9,Energy,Oil & Gas,US,Canada,withdrawn,mixed,private,public,standard,no,synthetic,26.45,2.785419987281584,0
DEAL001958,1999-04-03,1999-10-09,Target_001958,Acquirer_003621,562.7,Financials,Insurance,India,Canada,failed,cash,private,public,standard,no,synthetic,15.31,5.766257113626083,0
DEAL001959,2012-08-07,2013-05-04,Target_001959,Acquirer_003267,160.7,Technology,IT Services,Australia,India,failed,cash,private,private,standard,no,synthetic,17.61,3.307636990152232,0
DEAL001960,2002-02-14,2002-08-27,Target_001960,Acquirer_002251,288.3,Healthcare,Biotech,Germany,US,completed,mixed,private,public,standard,no,synthetic,20.61,5.599617938352944,1
DEAL001961,2020-11-09,2021-05-26,Target_001961,Acquirer_002057,325.5,Financials,Asset Management,France,China,completed,cash,public,public,none,no,synthetic,26.34,3.0838623473800064,1
DEAL001962,2011-10-21,2012-03-10,Target_001962,Acquirer_002142,1077.9,Materials,Construction Materials,Australia,US,terminated,mixed,private,public,standard,yes,synthetic,14.56,4.163931235587963,0
DEAL001963,1998-09-20,1999-02-20,Target_001963,Acquirer_004035,203.6,Healthcare,Biotech,US,Canada,withdrawn,stock,public,public,standard,yes,synthetic,14.7,6.253024847169002,0
DEAL001964,2012-11-03,2013-07-28,Target_001964,Acquirer_004314,6.3,Technology,Software,China,US,completed,mixed,public,public,standard,no,synthetic,14.57,4.225077150165548,1
DEAL001965,1998-10-03,1999-05-17,Target_001965,Acquirer_003425,47.8,Healthcare,Pharmaceuticals,India,US,withdrawn,stock,public,public,standard,no,synthetic,19.84,6.1843142214515385,0
DEAL001966,2004-08-04,2004-12-06,Target_001966,Acquirer_002791,120.4,Materials,Metals & Mining,US,US,withdrawn,unknown,public,public,none,no,synthetic,15.4,5.039399246570534,0
DEAL001967,2022-09-25,2023-03-19,Target_001967,Acquirer_000446,1168.0,Consumer,Retail,UK,Australia,cancelled,mixed,public,public,standard,no,synthetic,16.27,4.300842819796992,0
DEAL001968,2005-04-30,2005-08-05,Target_001968,Acquirer_000758,478.4,Consumer,Food & Beverage,US,US,completed,mixed,private,public,none,yes,synthetic,17.84,4.643400207128458,1
DEAL001969,2019-11-13,2020-05-04,Target_001969,Acquirer_004274,191.3,Materials,Chemicals,Australia,Australia,completed,unknown,public,private,none,no,synthetic,29.9,3.4453592266811905,1
DEAL001970,2003-01-30,2003-05-29,Target_001970,Acquirer_002903,659.1,Financials,Fintech,UK,India,cancelled,mixed,private,public,standard,no,synthetic,15.63,4.412970631416298,0
DEAL001971,2014-04-25,2014-07-10,Target_001971,Acquirer_000125,92.8,Financials,Asset Management,Australia,UK,withdrawn,unknown,public,public,none,yes,synthetic,17.65,3.72210643515813,0
DEAL001972,2018-01-25,2018-10-19,Target_001972,Acquirer_003599,1070.4,Healthcare,Pharmaceuticals,India,Australia,completed,stock,private,public,standard,no,synthetic,19.84,2.6171286098564277,1
DEAL001973,2007-09-14,2008-02-19,Target_001973,Acquirer_001832,72.1,Consumer,Retail,US,US,withdrawn,stock,public,public,standard,unknown,synthetic,26.78,4.065610673355097,0
DEAL001974,2010-09-27,2011-04-21,Target_001974,Acquirer_002406,88.1,Healthcare,Biotech,China,US,completed,cash,public,public,standard,no,synthetic,17.49,4.052365358486951,1
DEAL001975,2017-05-29,2017-09-30,Target_001975,Acquirer_003324,166.3,Energy,Renewables,China,Germany,cancelled,mixed,public,private,none,no,synthetic,20.17,2.264292931914833,0
DEAL001976,2012-10-28,2013-03-15,Target_001976,Acquirer_002410,318.9,Industrials,Aerospace & Defense,US,US,completed,stock,private,public,standard,no,synthetic,14.17,3.4121658550475447,1
DEAL001977,2012-12-16,2013-07-18,Target_001977,Acquirer_002910,40.4,Healthcare,Medical Devices,Germany,US,completed,unknown,private,public,none,no,synthetic,16.36,4.64406178221463,1
DEAL001978,2006-11-11,2007-04-17,Target_001978,Acquirer_004969,56.2,Technology,IT Services,France,Japan,failed,mixed,private,public,standard,no,synthetic,19.05,4.929441119216531,0
DEAL001979,1996-10-10,1997-02-23,Target_001979,Acquirer_000910,42.5,Consumer,Retail,US,UK,terminated,unknown,public,private,standard,no,synthetic,15.88,5.990801609557977,0
DEAL001980,2005-03-20,2005-10-10,Target_001980,Acquirer_002280,1833.5,Financials,Banks,Germany,Japan,cancelled,unknown,private,public,standard,no,synthetic,14.05,4.652076181280226,0
DEAL001981,2007-12-30,2008-09-18,Target_001981,Acquirer_003213,6.9,Consumer,Retail,India,Canada,completed,unknown,public,public,standard,no,synthetic,29.11,4.417242235129549,1
DEAL001982,2004-08-24,2005-03-25,Target_001982,Acquirer_003167,91.9,Technology,IT Services,Germany,France,completed,stock,private,public,none,unknown,synthetic,14.63,4.398829626197768,1
DEAL001983,2006-12-15,2007-04-24,Target_001983,Acquirer_001122,335.6,Technology,IT Services,US,France,cancelled,unknown,private,private,none,no,synthetic,18.47,4.44967137088828,0
DEAL001984,2024-09-21,2025-05-02,Target_001984,Acquirer_000689,2070.8,Materials,Chemicals,China,Germany,completed,cash,public,public,standard,no,synthetic,20.84,9.0,1
DEAL001985,1999-07-21,2000-02-10,Target_001985,Acquirer_000841,232.4,Financials,Banks,France,US,completed,stock,public,public,standard,yes,synthetic,21.1,5.676344866135712,1
DEAL001986,2013-03-05,2013-08-01,Target_001986,Acquirer_002734,1305.9,Consumer,Food & Beverage,Australia,China,cancelled,stock,private,public,standard,no,synthetic,20.58,4.1055786157807,0
DEAL001987,2000-07-27,2001-02-28,Target_001987,Acquirer_003909,68.4,Technology,Software,US,US,completed,cash,private,private,none,unknown,synthetic,23.07,4.983345506893153,1
DEAL001988,2023-03-10,2023-06-17,Target_001988,Acquirer_004235,49.7,Technology,Software,US,US,completed,unknown,private,public,none,no,synthetic,19.06,7.9551833184938,1
DEAL001989,1999-10-23,2000-05-08,Target_001989,Acquirer_004333,91.1,Materials,Construction Materials,Germany,India,completed,stock,public,public,none,no,synthetic,16.74,4.796072572962481,1
DEAL001990,2019-12-09,2020-08-23,Target_001990,Acquirer_004729,519.8,Energy,Renewables,US,US,completed,mixed,private,public,standard,no,synthetic,24.31,3.0797696684860334,1
DEAL001991,2024-10-22,2025-02-27,Target_001991,Acquirer_004229,3234.3,Materials,Construction Materials,US,US,completed,unknown,public,public,none,no,synthetic,17.03,9.0,1
DEAL001992,2001-10-31,2002-02-15,Target_001992,Acquirer_001262,544.4,Technology,Software,Japan,Japan,completed,cash,public,public,none,no,synthetic,25.85,5.689283620830898,1
DEAL001993,2019-11-27,2020-09-03,Target_001993,Acquirer_001738,4967.0,Technology,Hardware,Japan,Germany,completed,cash,private,public,standard,no,synthetic,30.23,3.042207553656536,1
DEAL001994,2016-09-22,2017-07-22,Target_001994,Acquirer_001733,11.1,Energy,Utilities,Canada,Germany,completed,cash,public,public,standard,no,synthetic,17.86,2.9468721636567667,1
DEAL001995,2017-02-24,2017-09-06,Target_001995,Acquirer_004854,2301.6,Consumer,Food & Beverage,Germany,Japan,completed,cash,private,public,standard,no,synthetic,14.74,2.8956660403460144,1
DEAL001996,1998-08-16,1999-04-15,Target_001996,Acquirer_004445,233.4,Healthcare,Health Services,China,UK,completed,mixed,private,private,standard,unknown,synthetic,13.49,5.795197657198417,1
DEAL001997,2020-09-02,2021-04-25,Target_001997,Acquirer_000927,341.4,Industrials,Aerospace & Defense,China,US,completed,cash,public,public,standard,no,synthetic,25.38,3.1910685218382926,1
DEAL001998,2003-08-07,2004-02-18,Target_001998,Acquirer_000160,245.3,Healthcare,Health Services,US,India,completed,stock,public,private,standard,no,synthetic,20.33,5.068788876577409,1
DEAL001999,2022-10-14,2023-06-16,Target_001999,Acquirer_002049,2838.3,Energy,Utilities,India,US,completed,mixed,private,private,standard,no,synthetic,17.8,5.3680369781439,1
DEAL002000,2016-02-27,2016-06-05,Target_002000,Acquirer_000397,81.2,Industrials,Transportation,China,US,withdrawn,stock,public,public,none,yes,synthetic,18.76,2.898035800116859,0
DEAL002001,2003-03-27,2003-09-09,Target_002001,Acquirer_001987,551.4,Healthcare,Pharmaceuticals,India,France,terminated,stock,private,public,standard,unknown,synthetic,18.45,4.823470313409887,0
DEAL002002,2023-12-15,2024-06-08,Target_002002,Acquirer_001568,1311.2,Technology,Software,Germany,France,withdrawn,stock,public,public,standard,no,synthetic,19.79,7.932642615069461,0
DEAL002003,1997-12-23,1998-03-15,Target_002003,Acquirer_004038,385.3,Consumer,Media,US,US,failed,cash,public,public,standard,no,synthetic,16.87,6.012204434379371,0
DEAL002004,2016-12-27,2017-09-26,Target_002004,Acquirer_003880,1036.6,Technology,Semiconductors,Japan,Germany,completed,mixed,public,public,standard,no,synthetic,20.86,3.1846730832354804,1
DEAL002005,1997-07-05,1998-03-03,Target_002005,Acquirer_002158,,Energy,Renewables,UK,Canada,completed,cash,public,public,standard,no,synthetic,12.5,6.349219544421575,1
DEAL002006,2019-01-10,2019-09-04,Target_002006,Acquirer_000712,322.4,Financials,Banks,India,UK,completed,mixed,private,public,standard,no,synthetic,22.18,3.418149105507746,1
DEAL002007,2001-07-10,2002-01-31,Target_002007,Acquirer_004052,2058.1,Financials,Asset Management,Australia,China,completed,cash,private,public,standard,no,synthetic,26.96,5.448490356893913,1
DEAL002008,2013-08-25,2014-01-27,Target_002008,Acquirer_004615,24.8,Technology,Software,France,US,completed,cash,private,public,standard,no,synthetic,18.0,3.989630366982853,1
DEAL002009,2018-11-28,2019-04-26,Target_002009,Acquirer_002318,1467.1,Healthcare,Medical Devices,Japan,US,completed,mixed,public,public,none,no,synthetic,16.23,2.954821653190384,1
DEAL002010,2009-12-24,2010-08-07,Target_002010,Acquirer_003841,264.1,Materials,Metals & Mining,India,US,completed,unknown,public,private,standard,no,synthetic,19.27,4.196942744189744,1
DEAL002011,2000-10-15,2001-04-19,Target_002011,Acquirer_001787,19.0,Healthcare,Health Services,US,US,completed,mixed,private,public,none,no,synthetic,27.32,5.512419035544281,1
DEAL002012,2016-05-23,2017-04-05,Target_002012,Acquirer_000778,44.8,Consumer,Media,France,Canada,completed,cash,public,public,none,no,synthetic,15.19,3.197693522792268,1
DEAL002013,2024-11-02,2025-03-20,Target_002013,Acquirer_002872,167.3,Healthcare,Pharmaceuticals,China,China,cancelled,cash,public,public,standard,yes,synthetic,19.22,9.0,0
DEAL002014,2023-09-06,2024-06-25,Target_002014,Acquirer_004074,214.1,Consumer,Media,Germany,US,completed,mixed,public,public,standard,no,synthetic,17.66,7.327208209872113,1
DEAL002015,2007-08-26,2008-02-15,Target_002015,Acquirer_000052,724.3,Industrials,Machinery,Japan,Germany,completed,cash,private,public,none,yes,synthetic,24.68,4.6771959287929725,1
DEAL002016,2013-07-30,2014-06-18,Target_002016,Acquirer_000954,249.8,Technology,Semiconductors,Australia,US,completed,cash,public,public,extended,no,synthetic,16.72,3.3001317714977976,1
DEAL002017,2016-07-02,2017-01-20,Target_002017,Acquirer_000491,22.2,Healthcare,Biotech,Japan,India,completed,cash,private,public,standard,yes,synthetic,13.77,3.534160530873214,1
DEAL002018,1996-07-20,1996-09-23,Target_002018,Acquirer_001685,186.9,Financials,Insurance,India,India,completed,unknown,public,public,none,no,synthetic,15.83,6.871930256065831,1
DEAL002019,2016-10-27,2017-06-17,Target_002019,Acquirer_000558,81.0,Financials,Banks,India,UK,withdrawn,cash,public,public,standard,no,synthetic,22.26,3.902366743432151,0
DEAL002020,2009-05-03,2009-10-11,Target_002020,Acquirer_003268,259.6,Technology,IT Services,Germany,China,completed,cash,public,private,standard,yes,synthetic,29.75,3.219003391228772,1
DEAL002021,2022-10-27,2023-06-12,Target_002021,Acquirer_000077,6.7,Energy,Oil & Gas,US,France,completed,stock,public,public,standard,no,synthetic,22.82,4.856075672415408,1
DEAL002022,2021-04-20,2021-10-15,Target_002022,Acquirer_002873,6.6,Materials,Metals & Mining,US,India,failed,mixed,private,public,standard,no,synthetic,17.79,2.8088913034853817,0
DEAL002023,2014-08-08,2015-02-11,Target_002023,Acquirer_001663,,Financials,Fintech,China,US,completed,mixed,public,public,standard,unknown,synthetic,18.63,2.815897209811597,1
DEAL002024,2008-05-27,2009-03-07,Target_002024,Acquirer_001448,886.2,Materials,Chemicals,China,US,completed,cash,private,public,standard,no,synthetic,28.93,4.46353607543145,1
DEAL002025,1998-03-11,1998-09-29,Target_002025,Acquirer_002316,2201.4,Industrials,Aerospace & Defense,US,US,completed,mixed,public,public,standard,yes,synthetic,26.27,5.474897481324618,1
DEAL002026,2004-08-02,2005-02-17,Target_002026,Acquirer_003565,61.5,Financials,Banks,US,US,terminated,unknown,public,private,standard,yes,synthetic,13.06,4.949108859407949,0
DEAL002027,2014-05-20,2014-11-30,Target_002027,Acquirer_004660,47.2,Materials,Metals & Mining,India,US,completed,cash,public,private,standard,no,synthetic,15.05,4.251149548231742,1
DEAL002028,2022-11-04,2023-07-05,Target_002028,Acquirer_002375,422.2,Financials,Insurance,France,Australia,completed,stock,public,private,standard,no,synthetic,20.62,5.214089060215128,1
DEAL002029,1998-07-04,1998-10-15,Target_002029,Acquirer_000170,932.9,Energy,Renewables,US,US,withdrawn,mixed,public,public,none,yes,synthetic,18.84,6.0003025432060015,0
DEAL002030,2010-05-14,2010-10-28,Target_002030,Acquirer_003272,1244.8,Technology,IT Services,US,India,withdrawn,cash,private,public,standard,no,synthetic,19.53,4.5883045371234585,0
DEAL002031,2006-06-14,2007-03-21,Target_002031,Acquirer_001642,333.3,Industrials,Transportation,India,France,completed,cash,public,public,standard,no,synthetic,22.84,4.82000001145277,1
DEAL002032,1999-08-27,2000-03-23,Target_002032,Acquirer_001003,3315.8,Industrials,Aerospace & Defense,Japan,US,completed,mixed,public,private,extended,yes,synthetic,16.55,5.860063030913662,1
