deal_id,announcement_date,resolution_date,target_name,acquirer_name,deal_value_musd,industry,sector,target_country,acquirer_country,deal_status,payment_method,target_public,acquirer_public,regulatory_review,rumor_or_leak,source_notes,market_volatility_proxy,interest_rate_proxy,deal_completed,election_year,new_president_year,months_to_election,months_after_election,transition_year,deal_value_missing,deal_value_log,time_to_close_or_cancel,cross_border_deal,public_target,public_acquirer,rumor_or_leak_indicator,antitrust_risk_proxy
DEAL002349,2007-12-09,2008-07-23,Target_002349,Acquirer_004461,85.9,Consumer,Telecom,UK,India,completed,stock,public,public,standard,no,synthetic,26.9,4.44866676667774,1,0,0,11.0,0.0,0,0,4.464758032271346,227,1,1,1,0,0.65
DEAL002350,2006-02-20,2006-04-23,Target_002350,Acquirer_004096,16.1,Energy,Utilities,US,US,withdrawn,cash,private,private,none,no,synthetic,16.98,4.376329311702375,0,0,0,0.0,15.0,0,0,2.8390784635086144,62,0,0,0,0,0.0
DEAL002351,2006-03-31,2006-08-12,Target_002351,Acquirer_002387,23.1,Financials,Fintech,UK,US,completed,cash,public,public,standard,no,synthetic,20.55,5.048906639214095,1,0,0,0.0,16.0,0,0,3.1822118404966093,134,1,1,1,0,0.4
DEAL002352,2006-08-05,2007-02-24,Target_002352,Acquirer_002000,23.5,Energy,Oil & Gas,Japan,US,completed,cash,public,public,standard,unknown,synthetic,21.14,4.782504691136635,1,0,0,0.0,21.0,0,0,3.1986731175506815,203,1,1,1,0,0.65
DEAL002353,2008-07-25,2008-11-30,Target_002353,Acquirer_002343,281.9,Materials,Construction Materials,Japan,Japan,completed,unknown,private,public,none,no,synthetic,31.15,4.242277920460766,1,1,0,4.0,0.0,1,0,5.645093478307522,128,0,0,1,0,0.0
DEAL002354,2011-11-28,2012-06-06,Target_002354,Acquirer_003619,3304.7,Energy,Utilities,US,Germany,completed,unknown,private,public,standard,no,synthetic,18.21,4.050499461022792,1,0,0,12.0,0.0,0,0,8.103403530161842,191,1,0,1,0,0.5
DEAL002355,2012-06-12,2013-04-15,Target_002355,Acquirer_000901,2888.4,Healthcare,Biotech,Canada,France,completed,cash,public,public,standard,no,synthetic,17.2,3.9113732738046334,1,1,0,5.0,0.0,1,0,7.968804147095281,307,1,1,1,0,0.5
DEAL002356,2002-02-20,2002-05-17,Target_002356,Acquirer_004591,42.3,Healthcare,Medical Devices,US,US,completed,stock,public,public,none,no,synthetic,21.01,5.662614605102457,1,0,0,0.0,15.0,0,0,3.768152635008444,86,0,1,1,0,0.0
DEAL002357,1999-03-10,1999-10-20,Target_002357,Acquirer_003578,151.2,Materials,Chemicals,US,Germany,completed,stock,public,public,standard,no,synthetic,20.65,5.353855160722211,1,0,0,20.0,0.0,0,0,5.025195445427586,224,1,1,1,0,0.4
DEAL002358,2001-10-29,2002-05-17,Target_002358,Acquirer_001406,332.7,Consumer,Telecom,Canada,US,completed,cash,public,public,standard,no,synthetic,21.84,5.78993898126692,1,0,1,0.0,11.0,0,0,5.810242385757328,200,1,1,1,0,0.65
DEAL002359,1999-12-27,2000-11-29,Target_002359,Acquirer_003314,34.3,Technology,IT Services,US,Canada,completed,mixed,private,public,standard,no,synthetic,14.87,5.116887148659139,1,0,0,11.0,0.0,0,0,3.563882963939251,338,1,0,1,0,0.4
DEAL002360,2004-12-04,2005-03-29,Target_002360,Acquirer_004922,95.0,Technology,Hardware,Japan,France,cancelled,cash,public,public,standard,no,synthetic,17.63,5.096031490784815,0,1,0,0.0,1.0,1,0,4.564348191467836,115,1,1,1,0,0.4
DEAL002361,2004-12-28,2005-02-14,Target_002361,Acquirer_000518,1083.4,Energy,Renewables,France,Japan,withdrawn,stock,private,public,standard,no,synthetic,11.55,5.340541401206584,0,1,0,0.0,1.0,1,0,6.988782117624511,48,1,0,1,0,0.4
DEAL002362,2008-04-08,2008-10-20,Target_002362,Acquirer_000636,57.7,Consumer,Telecom,US,US,withdrawn,stock,public,public,standard,no,synthetic,29.76,5.0871951498161865,0,1,0,7.0,0.0,0,0,4.072439726834051,195,0,1,1,0,0.5
DEAL002363,1996-03-06,1996-08-12,Target_002363,Acquirer_002177,3764.4,Consumer,Media,China,India,failed,cash,public,public,standard,unknown,synthetic,22.49,6.25846463610905,0,1,0,8.0,0.0,0,0,8.23360937629061,159,1,1,1,0,0.5
DEAL002364,2013-08-21,2014-04-14,Target_002364,Acquirer_003732,727.4,Healthcare,Pharmaceuticals,France,Canada,completed,stock,public,public,standard,no,synthetic,19.09,3.4437181480265027,1,0,1,0.0,9.0,0,0,6.590850347853453,236,1,1,1,0,0.65
DEAL002365,2001-03-04,2001-07-12,Target_002365,Acquirer_002925,220.1,Technology,Semiconductors,US,US,withdrawn,mixed,private,public,standard,no,synthetic,22.16,5.20752909459177,0,0,1,0.0,4.0,1,0,5.3986150878634005,130,0,0,1,0,0.5
DEAL002366,2011-09-08,2012-03-28,Target_002366,Acquirer_001164,398.6,Financials,Asset Management,India,US,withdrawn,cash,public,public,standard,yes,synthetic,17.14,5.057131294632923,0,0,0,14.0,0.0,0,0,5.990464046774399,202,1,1,1,1,0.4
DEAL002367,2006-08-07,2007-02-23,Target_002367,Acquirer_003716,626.6,Industrials,Machinery,US,Germany,completed,cash,public,private,none,no,synthetic,20.21,4.704131646553027,1,0,0,0.0,21.0,0,0,6.441903020858877,200,1,1,0,0,0.15
DEAL002368,2001-12-21,2002-04-06,Target_002368,Acquirer_002732,1651.3,Energy,Utilities,US,US,completed,cash,private,public,none,yes,synthetic,22.17,5.599486681051127,1,0,1,0.0,13.0,0,0,7.4099235356569455,106,0,0,1,1,0.0
DEAL002369,2002-11-19,2003-04-19,Target_002369,Acquirer_003178,686.4,Consumer,Media,Canada,China,withdrawn,cash,public,public,standard,no,synthetic,18.83,5.421196127318566,0,0,0,0.0,24.0,0,0,6.532916364415733,151,1,1,1,0,0.4
DEAL002370,2012-10-25,2013-04-08,Target_002370,Acquirer_004594,4678.1,Healthcare,Medical Devices,India,India,completed,mixed,public,public,none,no,synthetic,18.76,3.6744512058202874,1,1,0,1.0,0.0,1,0,8.45086106272589,165,0,1,1,0,0.1
DEAL002371,2014-12-25,2015-02-22,Target_002371,Acquirer_004978,1675.0,Consumer,Food & Beverage,US,US,cancelled,mixed,public,public,none,no,synthetic,17.72,3.704573225186477,0,0,0,23.0,0.0,0,0,7.424165281042028,59,0,1,1,0,0.0
DEAL002372,2005-11-05,2006-06-05,Target_002372,Acquirer_001526,77.7,Industrials,Transportation,Germany,China,withdrawn,cash,private,public,standard,unknown,synthetic,20.96,4.358464821749245,0,0,1,0.0,12.0,0,0,4.365643155423357,212,1,0,1,0,0.4
DEAL002373,2007-11-26,2008-06-12,Target_002373,Acquirer_002001,987.1,Financials,Asset Management,Australia,China,completed,unknown,public,public,standard,no,synthetic,26.84,4.894956330350233,1,0,0,12.0,0.0,0,0,6.895783907200917,199,1,1,1,0,0.4
DEAL002374,2024-02-11,2024-04-29,Target_002374,Acquirer_002504,397.2,Financials,Insurance,US,US,cancelled,cash,public,private,none,yes,synthetic,19.73,9.0,0,1,0,9.0,0.0,0,0,5.986954391630096,78,0,1,0,1,0.0
DEAL002375,2017-10-16,2018-04-07,Target_002375,Acquirer_001478,496.2,Financials,Banks,UK,Australia,withdrawn,mixed,public,public,standard,no,synthetic,14.14,3.695499429937514,0,0,1,0.0,11.0,0,0,6.208992359636556,173,1,1,1,0,0.65
DEAL002376,2005-02-12,2005-09-18,Target_002376,Acquirer_000401,229.7,Technology,Software,Germany,US,withdrawn,cash,public,public,none,no,synthetic,17.88,4.322274913564184,0,0,1,0.0,3.0,1,0,5.441118165179708,218,1,1,1,0,0.15
DEAL002377,2024-05-23,2024-11-02,Target_002377,Acquirer_004555,88.0,Financials,Fintech,China,France,completed,cash,private,public,standard,no,synthetic,14.45,9.0,1,1,0,6.0,0.0,1,0,4.48863636973214,163,1,0,1,0,0.4
DEAL002378,2015-10-01,2016-03-21,Target_002378,Acquirer_000579,1034.2,Energy,Renewables,US,India,terminated,cash,public,private,standard,no,synthetic,12.74,4.058159410078333,0,0,0,13.0,0.0,0,0,6.942349923746636,172,1,1,0,0,0.4
DEAL002379,2018-01-07,2018-07-30,Target_002379,Acquirer_004429,50.1,Healthcare,Health Services,UK,US,completed,stock,public,public,standard,no,synthetic,15.88,2.9088478360279577,1,0,0,0.0,14.0,0,0,3.933784497209659,204,1,1,1,0,0.65
DEAL002380,2002-09-28,2003-06-05,Target_002380,Acquirer_003757,1005.7,Materials,Chemicals,Germany,China,completed,cash,public,public,standard,no,synthetic,18.55,4.561894629189359,1,0,0,0.0,22.0,0,0,6.914432933735378,250,1,1,1,0,0.4
DEAL002381,1999-08-18,2000-02-29,Target_002381,Acquirer_002678,98.7,Consumer,Media,US,India,completed,cash,public,private,standard,no,synthetic,18.03,5.476064762029672,1,0,0,15.0,0.0,0,0,4.602165676967792,195,1,1,0,0,0.4
DEAL002382,1998-03-06,1998-10-08,Target_002382,Acquirer_002847,1785.6,Energy,Utilities,UK,Canada,completed,cash,public,public,none,no,synthetic,16.84,5.264226873122912,1,0,0,0.0,16.0,0,0,7.488069651267739,216,1,1,1,0,0.15
DEAL002383,2002-04-20,2002-06-16,Target_002383,Acquirer_000580,98.4,Energy,Renewables,India,France,withdrawn,cash,public,public,none,no,synthetic,19.49,4.731818446083848,0,0,0,0.0,17.0,0,0,4.599152113662528,57,1,1,1,0,0.15
DEAL002384,2010-09-05,2011-05-05,Target_002384,Acquirer_001637,404.4,Consumer,Food & Beverage,Japan,France,completed,mixed,public,public,none,no,synthetic,18.74,4.312544867230525,1,0,0,0.0,22.0,0,0,6.004874234017899,242,1,1,1,0,0.15
DEAL002385,2013-04-14,2013-09-26,Target_002385,Acquirer_004393,101.8,Consumer,Telecom,India,US,completed,stock,public,public,standard,no,synthetic,15.64,3.992576841616852,1,0,1,0.0,5.0,1,0,4.632785353021065,165,1,1,1,0,0.65
DEAL002386,2022-11-09,2023-06-05,Target_002386,Acquirer_000191,314.8,Industrials,Aerospace & Defense,UK,US,cancelled,cash,private,public,standard,no,synthetic,16.27,5.265452702705121,0,0,0,0.0,24.0,0,0,5.7551091018215415,208,1,0,1,0,0.65
DEAL002387,1996-09-30,1997-04-07,Target_002387,Acquirer_003569,75.8,Industrials,Machinery,US,UK,completed,mixed,public,private,standard,no,synthetic,18.55,6.020843071131494,1,1,0,2.0,0.0,1,0,4.341204640153626,189,1,1,0,0,0.4
DEAL002388,2021-09-16,2021-12-30,Target_002388,Acquirer_004549,273.2,Consumer,Media,Japan,US,withdrawn,cash,private,public,standard,no,synthetic,19.14,2.198046487809168,0,0,1,0.0,10.0,0,0,5.613857767128214,105,1,0,1,0,0.4
DEAL002389,2002-08-06,2003-02-12,Target_002389,Acquirer_002124,749.8,Consumer,Retail,US,France,completed,stock,public,public,none,no,synthetic,20.81,5.336521753131792,1,0,0,0.0,21.0,0,0,6.6211393047123535,190,1,1,1,0,0.15
DEAL002390,2014-11-24,2015-09-28,Target_002390,Acquirer_003404,12244.3,Materials,Construction Materials,India,US,completed,stock,public,public,standard,no,synthetic,20.71,3.074101147890958,1,0,0,0.0,24.0,0,0,9.412897468881988,308,1,1,1,0,0.6000000000000001
DEAL002391,2000-08-21,2001-02-25,Target_002391,Acquirer_003754,221.2,Technology,Software,US,Japan,withdrawn,stock,public,private,standard,no,synthetic,21.89,5.953432770737618,0,1,0,3.0,0.0,1,1,5.40357787720553,188,1,1,0,0,0.4
DEAL002392,2016-05-20,2017-02-13,Target_002392,Acquirer_004691,166.0,Industrials,Machinery,US,France,completed,mixed,public,public,standard,unknown,synthetic,18.08,4.151009156747925,1,1,0,6.0,0.0,1,0,5.117993812416755,269,1,1,1,0,0.4
DEAL002393,2002-12-11,2003-05-10,Target_002393,Acquirer_000483,380.5,Consumer,Media,US,US,completed,mixed,private,private,none,no,synthetic,21.65,5.30406517835628,1,0,0,23.0,0.0,0,0,5.9441108507245115,150,0,0,0,0,0.0
DEAL002394,2002-06-14,2003-03-24,Target_002394,Acquirer_002876,107.0,Industrials,Aerospace & Defense,France,France,completed,stock,public,public,standard,no,synthetic,21.36,5.126393397249788,1,0,0,0.0,19.0,0,0,4.68213122712422,283,0,1,1,0,0.5
DEAL002395,2022-08-08,2023-02-08,Target_002395,Acquirer_001383,1203.7,Materials,Construction Materials,US,India,cancelled,mixed,private,public,standard,unknown,synthetic,18.15,4.728225062822847,0,0,0,0.0,21.0,0,0,7.093985852272807,184,1,0,1,0,0.4
DEAL002396,2023-03-28,2024-01-22,Target_002396,Acquirer_003409,221.2,Consumer,Telecom,Australia,Japan,completed,mixed,public,public,standard,yes,synthetic,18.44,6.81564686623188,1,0,0,20.0,0.0,0,0,5.40357787720553,300,1,1,1,1,0.65
DEAL002397,1999-07-25,2000-01-27,Target_002397,Acquirer_000174,95.4,Industrials,Aerospace & Defense,US,US,cancelled,stock,private,private,standard,unknown,synthetic,16.41,5.6936511109892525,0,0,0,16.0,0.0,0,0,4.5685062016165,186,0,0,0,0,0.5
DEAL002398,2018-03-28,2018-09-02,Target_002398,Acquirer_003604,541.7,Consumer,Food & Beverage,Germany,US,completed,cash,public,private,standard,no,synthetic,18.48,2.484179939994359,1,0,0,0.0,16.0,0,0,6.296556681069359,158,1,1,0,0,0.4
DEAL002399,2007-01-24,2007-10-27,Target_002399,Acquirer_003961,11.4,Consumer,Retail,Australia,UK,completed,cash,public,public,none,unknown,synthetic,15.64,4.4632733996368135,1,0,0,22.0,0.0,0,0,2.517696472610991,276,1,1,1,0,0.15
DEAL002400,2023-06-21,2023-10-17,Target_002400,Acquirer_004570,899.5,Technology,Software,Japan,Japan,terminated,unknown,public,private,none,no,synthetic,16.29,7.577500532967706,0,0,0,17.0,0.0,0,0,6.802950164616011,118,0,1,0,0,0.0
DEAL002401,2007-10-24,2008-05-26,Target_002401,Acquirer_002141,3269.5,Healthcare,Medical Devices,France,India,cancelled,unknown,private,private,standard,unknown,synthetic,27.04,4.770928148151492,0,0,0,13.0,0.0,0,0,8.092698157401268,215,1,0,0,0,0.5
DEAL002402,1999-09-11,2000-06-11,Target_002402,Acquirer_003107,351.7,Energy,Renewables,Australia,US,completed,stock,public,public,standard,yes,synthetic,21.25,5.609180074889625,1,0,0,14.0,0.0,0,0,5.865617837242007,274,1,1,1,1,0.4
DEAL002403,2006-01-11,2006-06-30,Target_002403,Acquirer_001890,54.7,Energy,Oil & Gas,France,UK,cancelled,cash,public,public,standard,no,synthetic,18.62,4.81511627809572,0,0,0,0.0,14.0,0,0,4.019980146933238,170,1,1,1,0,0.65
DEAL002404,1996-04-29,1996-11-26,Target_002404,Acquirer_004753,81.9,Financials,Insurance,Germany,China,completed,cash,public,private,none,no,synthetic,18.76,6.008669803658799,1,1,0,7.0,0.0,0,0,4.417635062141249,211,1,1,0,0,0.15
DEAL002405,2021-06-01,2021-09-18,Target_002405,Acquirer_001773,179.5,Consumer,Telecom,US,US,completed,mixed,public,public,standard,no,synthetic,21.44,2.889505605437117,1,0,1,0.0,7.0,0,0,5.195730777772936,109,0,1,1,0,0.5
DEAL002406,2023-11-17,2024-04-04,Target_002406,Acquirer_004585,572.7,Technology,Semiconductors,UK,France,completed,cash,public,public,standard,no,synthetic,23.2,7.373414189320389,1,0,0,12.0,0.0,0,0,6.352106611607826,139,1,1,1,0,0.65
DEAL002407,2002-04-20,2002-10-17,Target_002407,Acquirer_001769,894.5,Industrials,Aerospace & Defense,China,Germany,cancelled,mixed,private,public,extended,no,synthetic,24.5,5.453118429566803,0,0,0,0.0,17.0,0,0,6.797382221500767,180,1,0,1,0,0.9
DEAL002408,2023-12-03,2024-08-05,Target_002408,Acquirer_004582,20.0,Industrials,Transportation,UK,Australia,completed,mixed,private,private,standard,no,synthetic,16.74,7.1383516279821135,1,0,0,11.0,0.0,0,0,3.044522437723423,246,1,0,0,0,0.4
DEAL002409,2003-05-13,2004-01-05,Target_002409,Acquirer_000437,239.1,Healthcare,Health Services,US,UK,completed,stock,public,public,standard,yes,synthetic,14.44,4.836329739699656,1,0,0,18.0,0.0,0,0,5.481055503227208,237,1,1,1,1,0.65
DEAL002410,2015-02-02,2015-07-29,Target_002410,Acquirer_003955,2125.2,Healthcare,Biotech,Japan,France,completed,cash,private,private,standard,no,synthetic,15.21,3.1841858739586844,1,0,0,21.0,0.0,0,0,7.662091627854505,177,1,0,0,0,0.5
DEAL002411,2022-12-13,2023-08-09,Target_002411,Acquirer_003766,176.8,Healthcare,Biotech,France,US,completed,mixed,public,private,standard,no,synthetic,15.52,5.415984517506908,1,0,0,23.0,0.0,0,0,5.180659323079804,239,1,1,0,0,0.4
DEAL002412,1997-11-29,1998-05-16,Target_002412,Acquirer_000940,209.3,Financials,Fintech,Canada,France,completed,mixed,public,public,standard,no,synthetic,16.12,5.607162435845011,1,0,1,0.0,12.0,0,0,5.348535082708654,168,1,1,1,0,0.4
DEAL002413,2006-01-02,2006-08-12,Target_002413,Acquirer_004797,64.4,Financials,Fintech,Canada,France,completed,stock,public,public,standard,no,synthetic,18.08,5.099461190638283,1,0,0,0.0,14.0,0,0,4.180522258463153,222,1,1,1,0,0.4
DEAL002414,2002-05-11,2003-01-02,Target_002414,Acquirer_002850,270.0,Financials,Banks,India,US,completed,stock,private,public,standard,yes,synthetic,20.88,4.6134357356983084,1,0,0,0.0,18.0,0,0,5.602118820879701,236,1,0,1,1,0.65
DEAL002415,2024-03-10,2024-09-27,Target_002415,Acquirer_002259,35.0,Industrials,Machinery,Australia,India,completed,cash,private,public,standard,yes,synthetic,20.91,9.0,1,1,0,8.0,0.0,0,0,3.58351893845611,201,1,0,1,1,0.4
DEAL002416,2021-02-05,2021-10-25,Target_002416,Acquirer_002198,61.8,Financials,Banks,Germany,Japan,completed,cash,private,public,standard,no,synthetic,20.8,2.8788829054792724,1,0,1,0.0,3.0,1,0,4.139955073474153,262,1,0,1,0,0.65
DEAL002417,2008-06-09,2009-02-27,Target_002417,Acquirer_001678,1014.5,Consumer,Retail,Germany,China,completed,unknown,private,public,standard,no,synthetic,34.22,3.669968984654044,1,1,0,5.0,0.0,1,0,6.92313638102044,263,1,0,1,0,0.4
DEAL002418,2010-12-30,2011-04-08,Target_002418,Acquirer_004258,1239.1,Materials,Construction Materials,US,US,completed,mixed,public,public,none,no,synthetic,14.96,4.51363892198025,1,0,0,23.0,0.0,0,0,7.122947300508726,99,0,1,1,0,0.0
DEAL002419,2003-01-11,2003-07-27,Target_002419,Acquirer_004978,127.7,Materials,Chemicals,China,US,completed,cash,public,public,standard,no,synthetic,19.24,5.140145783974069,1,0,0,22.0,0.0,0,0,4.857484114602081,197,1,1,1,0,0.4
DEAL002420,2004-12-15,2005-10-15,Target_002420,Acquirer_001748,12.8,Industrials,Aerospace & Defense,India,UK,completed,cash,private,public,standard,unknown,synthetic,15.17,5.110034373523968,1,1,0,0.0,1.0,1,0,2.624668592163159,304,1,0,1,0,0.65
DEAL002421,2005-08-29,2006-02-03,Target_002421,Acquirer_004070,18.6,Industrials,Aerospace & Defense,France,Japan,cancelled,stock,private,private,standard,no,synthetic,24.25,4.845286636666656,0,0,1,0.0,9.0,0,0,2.975529566236472,158,1,0,0,0,0.65
DEAL002422,2015-07-21,2015-12-08,Target_002422,Acquirer_004927,80.2,Materials,Metals & Mining,Japan,Australia,withdrawn,mixed,private,public,standard,no,synthetic,13.43,3.591484187244784,0,0,0,16.0,0.0,0,0,4.396915247167632,140,1,0,1,0,0.4
DEAL002423,2005-08-03,2006-03-05,Target_002423,Acquirer_004293,159.9,Financials,Asset Management,Australia,US,completed,mixed,public,public,standard,no,synthetic,16.15,4.401679089096791,1,0,1,0.0,9.0,0,0,5.080783053998338,214,1,1,1,0,0.4
DEAL002424,2010-12-08,2011-04-19,Target_002424,Acquirer_001840,727.1,Materials,Metals & Mining,Germany,Australia,withdrawn,cash,public,public,standard,no,synthetic,18.37,3.624413560437457,0,0,0,23.0,0.0,0,0,6.590438401400665,132,1,1,1,0,0.4
DEAL002425,2017-04-02,2018-01-15,Target_002425,Acquirer_000853,438.6,Materials,Chemicals,Canada,US,completed,stock,public,public,standard,no,synthetic,17.53,3.543974304088165,1,0,1,0.0,5.0,1,0,6.085865222529466,288,1,1,1,0,0.4
DEAL002426,2006-12-02,2007-06-12,Target_002426,Acquirer_002594,363.8,Energy,Oil & Gas,Canada,US,completed,cash,public,public,standard,no,synthetic,25.39,4.171568275007332,1,0,0,23.0,0.0,0,0,5.899349258200177,192,1,1,1,0,0.65
DEAL002427,2010-06-25,2010-12-31,Target_002427,Acquirer_001708,293.6,Financials,Banks,Germany,France,completed,cash,public,public,standard,no,synthetic,19.28,4.821738528280633,1,0,0,0.0,19.0,0,0,5.68561850402853,189,1,1,1,0,0.65
DEAL002428,2020-01-16,2020-07-13,Target_002428,Acquirer_000846,30.0,Industrials,Machinery,US,US,withdrawn,mixed,private,public,standard,no,synthetic,26.09,2.0496091536929857,0,1,0,10.0,0.0,0,0,3.4339872044851463,179,0,0,1,0,0.25
DEAL002429,2000-03-13,2001-01-09,Target_002429,Acquirer_000510,192.6,Financials,Banks,US,Canada,completed,cash,private,private,extended,no,synthetic,22.83,4.895191660449522,1,1,0,8.0,0.0,0,0,5.265794174842477,302,1,0,0,0,0.9
DEAL002430,2024-07-02,2025-01-17,Target_002430,Acquirer_003995,195.3,Financials,Asset Management,Germany,UK,withdrawn,cash,private,private,standard,no,synthetic,19.77,9.0,0,1,0,4.0,0.0,1,0,5.279644101282416,199,1,0,0,0,0.4
DEAL002431,2016-08-26,2016-12-27,Target_002431,Acquirer_001668,611.9,Healthcare,Health Services,Germany,US,withdrawn,cash,public,public,standard,unknown,synthetic,18.99,3.3857361075847967,0,1,0,3.0,0.0,1,0,6.418201790491686,123,1,1,1,0,0.65
DEAL002432,2011-09-05,2012-02-13,Target_002432,Acquirer_002114,254.5,Financials,Asset Management,Germany,US,completed,cash,public,public,standard,no,synthetic,18.63,3.7233732272540334,1,0,0,14.0,0.0,0,0,5.543222409643759,161,1,1,1,0,0.4
DEAL002433,2000-01-09,2000-07-02,Target_002433,Acquirer_004691,339.0,Industrials,Aerospace & Defense,US,China,completed,stock,private,private,standard,no,synthetic,20.02,5.26443367230444,1,1,0,10.0,0.0,0,0,5.8289456176102075,175,1,0,0,0,0.65
DEAL002434,2004-09-11,2005-03-13,Target_002434,Acquirer_003274,50.9,Healthcare,Biotech,France,India,completed,cash,public,public,none,no,synthetic,19.65,4.421598209152987,1,1,0,2.0,0.0,1,0,3.949318790171843,183,1,1,1,0,0.15
DEAL002435,2009-08-15,2009-12-30,Target_002435,Acquirer_004441,70.6,Healthcare,Health Services,Canada,Australia,withdrawn,stock,public,public,standard,no,synthetic,24.59,4.590983992332806,0,0,1,0.0,9.0,0,0,4.2710950739666,137,1,1,1,0,0.65
DEAL002436,2022-09-18,2023-05-08,Target_002436,Acquirer_003737,248.2,Materials,Construction Materials,India,US,completed,unknown,public,private,standard,no,synthetic,18.66,4.8722837509279655,1,0,0,0.0,22.0,0,0,5.518255786913298,232,1,1,0,0,0.4
DEAL002437,2000-10-07,2001-04-22,Target_002437,Acquirer_003656,143.9,Consumer,Retail,Japan,Japan,completed,cash,public,public,none,no,synthetic,25.1,5.66717829717554,1,1,0,1.0,0.0,1,0,4.976043849326636,197,0,1,1,0,0.0
DEAL002438,2023-11-08,2024-07-02,Target_002438,Acquirer_002897,33.6,Consumer,Telecom,France,US,completed,cash,private,public,extended,no,synthetic,16.89,7.030738688930722,1,0,0,12.0,0.0,0,0,3.543853682063679,237,1,0,1,0,0.9
DEAL002439,2021-07-01,2021-11-16,Target_002439,Acquirer_000507,221.2,Industrials,Machinery,US,France,completed,mixed,public,public,none,no,synthetic,19.96,3.2363078084611803,1,0,1,0.0,8.0,0,1,5.40357787720553,138,1,1,1,0,0.15
DEAL002440,2003-06-05,2003-10-09,Target_002440,Acquirer_003312,131.0,Industrials,Transportation,Germany,US,completed,cash,public,public,standard,no,synthetic,19.4,5.3323368327928256,1,0,0,17.0,0.0,0,0,4.882801922586371,126,1,1,1,0,0.4
DEAL002441,2004-02-28,2004-09-02,Target_002441,Acquirer_002804,203.0,Materials,Metals & Mining,India,US,cancelled,cash,public,public,none,no,synthetic,16.89,4.431477248347715,0,1,0,9.0,0.0,0,0,5.318119993844216,187,1,1,1,0,0.15
DEAL002442,2002-01-18,2002-10-13,Target_002442,Acquirer_004022,238.3,Materials,Metals & Mining,US,US,completed,unknown,public,public,none,yes,synthetic,24.99,5.146800831118258,1,0,0,0.0,14.0,0,0,5.477717994914328,268,0,1,1,1,0.0
DEAL002443,2013-02-06,2013-08-17,Target_002443,Acquirer_000786,320.7,Consumer,Retail,US,China,completed,stock,public,public,standard,no,synthetic,21.12,4.126824400425856,1,0,1,0.0,3.0,1,0,5.7736194342449805,192,1,1,1,0,0.4
DEAL002444,2005-03-12,2005-09-04,Target_002444,Acquirer_001539,2003.3,Industrials,Machinery,India,Canada,completed,mixed,public,public,standard,no,synthetic,16.94,4.813935940945673,1,0,1,0.0,4.0,1,0,7.6030501515995415,176,1,1,1,0,0.5
DEAL002445,2010-09-30,2011-04-22,Target_002445,Acquirer_001578,39.1,Energy,Renewables,China,Canada,cancelled,unknown,public,public,standard,no,synthetic,15.58,4.763633061590369,0,0,0,0.0,22.0,0,0,3.6913763343125234,204,1,1,1,0,0.4
DEAL002446,2007-01-15,2007-10-04,Target_002446,Acquirer_004522,1046.0,Technology,Software,US,UK,completed,cash,public,public,standard,no,synthetic,14.61,4.708659675143693,1,0,0,22.0,0.0,0,0,6.953684210870537,262,1,1,1,0,0.4
DEAL002447,2004-10-25,2005-08-07,Target_002447,Acquirer_004348,68.2,Energy,Utilities,US,India,completed,cash,private,public,standard,no,synthetic,17.96,5.130588901026477,1,1,0,1.0,0.0,1,0,4.237000862623624,286,1,0,1,0,0.4
DEAL002448,2002-01-24,2002-06-17,Target_002448,Acquirer_001372,221.2,Financials,Fintech,US,US,completed,cash,private,public,standard,no,synthetic,28.49,5.086717002914196,1,0,0,0.0,14.0,0,1,5.40357787720553,144,0,0,1,0,0.25
DEAL002449,2009-03-16,2010-02-02,Target_002449,Acquirer_003889,160.8,Technology,Semiconductors,Japan,UK,completed,mixed,public,public,standard,no,synthetic,26.15,4.597408234125695,1,0,1,0.0,4.0,1,0,5.086361004624392,323,1,1,1,0,0.65
DEAL002450,2001-09-09,2002-09-18,Target_002450,Acquirer_004138,834.3,Consumer,Telecom,India,France,completed,mixed,public,public,standard,no,synthetic,24.39,4.9129958660903865,1,0,1,0.0,10.0,0,0,6.72779094176186,374,1,1,1,0,0.65
DEAL002451,1997-03-26,1997-11-20,Target_002451,Acquirer_004350,18.1,Industrials,Aerospace & Defense,India,France,completed,cash,public,public,standard,no,synthetic,17.68,5.612555271663653,1,0,1,0.0,4.0,1,0,2.9496883350525844,239,1,1,1,0,0.65
DEAL002452,1999-12-20,2000-06-15,Target_002452,Acquirer_001974,15.6,Healthcare,Pharmaceuticals,France,UK,withdrawn,cash,public,public,standard,yes,synthetic,19.95,5.08794420250438,0,0,0,11.0,0.0,0,0,2.8094026953624978,178,1,1,1,1,0.65
DEAL002453,1997-09-28,1998-01-28,Target_002453,Acquirer_004626,635.7,Materials,Construction Materials,France,Japan,terminated,cash,public,public,standard,no,synthetic,17.16,5.707822885162081,0,0,1,0.0,10.0,0,0,6.45629858702298,122,1,1,1,0,0.4
DEAL002454,2013-06-07,2014-01-23,Target_002454,Acquirer_000908,459.5,Healthcare,Biotech,US,UK,completed,mixed,public,public,standard,no,synthetic,22.79,3.0452897239250034,1,0,1,0.0,7.0,0,0,6.132312855695361,230,1,1,1,0,0.4
